,dt_opened,block_opened,position_days,hour_opened,day_opened,month_opened,weth_borrow_balance,weth_collateral_balance,weth_borrow_balance_share,weth_collateral_balance_share,usdc_borrow_balance,usdc_collateral_balance,usdc_borrow_balance_share,usdc_collateral_balance_share,wbtc_borrow_balance,wbtc_collateral_balance,wbtc_borrow_balance_share,wbtc_collateral_balance_share,comp_borrow_balance,comp_collateral_balance,comp_borrow_balance_share,comp_collateral_balance_share,uni_borrow_balance,uni_collateral_balance,uni_borrow_balance_share,uni_collateral_balance_share,link_borrow_balance,link_collateral_balance,link_borrow_balance_share,link_collateral_balance_share,collateral_usd_balance,borrow_usd_balance,borrow-collateral-ratio
0,26-8-2022,15412445,27.0,1,26,8,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0.0,0.0,0.0
1,26-8-2022,15412448,,1,26,8,0.0,2.9999999999999997e-05,0.0,1.0,0.028404000000000002,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.05032146368763281,0.028406004202482082,0.5644908180495403
2,26-8-2022,15412456,0.0,1,26,8,0.0,0.0,,0.0,0.0,0.999999,,1.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,1.000069560501263,0.0,0.0
3,26-8-2022,15412540,249.0,1,26,8,0.0,1.6490052399999999e-10,,1.0,0.0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,2.768134148927335e-07,0.0,0.0
4,26-8-2022,15412659,,2,26,8,0.0,0.0001,0.0,1.0,0.045042,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.16835328064176008,0.04504534908477591,0.2675644270967797
5,26-8-2022,15412753,75.0,2,26,8,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
6,26-8-2022,15412833,,2,26,8,0.0,0.001,0.0,1.0,0.163977,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.6843564979895158,0.1639892701755925,0.09736019089268431
7,26-8-2022,15412970,39.0,3,26,8,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
8,26-8-2022,15413365,27.0,4,26,8,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
9,26-8-2022,15413729,0.0,6,26,8,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
10,26-8-2022,15414293,,8,26,8,0.0,0.0,0.0,0.0,300.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,21.0,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,6448.19188839721,300.01997185161446,0.046527767325204195
11,26-8-2022,15414460,0.0,9,26,8,0.0,0.05,,0.45380565914165655,0.0,99.999999,,0.5461943408583434,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,183.09697979874846,0.0,0.0
12,26-8-2022,15414632,0.0,9,26,8,0.0,0.05,,0.4538066270486442,0.0,99.999999,,0.5461933729513557,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,183.09661008471238,0.0,0.0
13,26-8-2022,15414662,2.0,9,26,8,0.0,0.05,,0.45380669663293927,0.0,99.999999,,0.5461933033670606,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,183.09658200965612,0.0,0.0
14,26-8-2022,15415601,1.0,13,26,8,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
15,26-8-2022,15415703,53.0,13,26,8,0.0,7.98161866e-10,,1.0,0.0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,1.3409415450828305e-06,0.0,0.0
16,26-8-2022,15416186,,15,26,8,0.0,1.0,0.0,1.0,318.8835,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1600.4088537913224,318.8959468999725,0.19925904942634953
17,26-8-2022,15416233,0.0,15,26,8,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
18,26-8-2022,15416929,481.0,18,26,8,0.0,8.635024699999999e-10,,1.0,0.0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,1.3320551806409576e-06,0.0,0.0
19,27-8-2022,15420016,74.0,6,27,8,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
20,27-8-2022,15421910,0.0,13,27,8,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
21,27-8-2022,15422669,46.0,16,27,8,0.0,0.0,,0.0,0.0,0.0,,0.0,0,0.0,,0.0,0,3.4648913136000004e-08,,1.0,0,0.0,,0.0,0,0.0,,0.0,1.0639182886920703e-05,0.0,0.0
22,27-8-2022,15423930,,21,27,8,0.0,0.0001,0.0,1.0,0.038796,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.1478469034864825,0.03879684884935535,0.2624123193280305
23,28-8-2022,15427089,75.0,9,28,8,0.0,0.0,,0.0,0.0,0.0,,0.0,0,0.0,,0.0,0,2.603893906e-08,,1.0,0,0.0,,0.0,0,0.0,,0.0,7.995432172817204e-06,0.0,0.0
24,29-8-2022,15432739,,7,29,8,0.0,1e-07,0.0,1.0,8.7e-05,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.00014540915014389291,8.70118948659396e-05,0.598393531492585
25,29-8-2022,15433952,,11,29,8,0.0,0.2,0.0,1.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,289.19480698919944,100.01192956507221,0.34582892620477573
26,29-8-2022,15436656,,22,29,8,0.0,0.10025630568466852,0.0,1.0,4e-06,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,154.83075218586998,4.0004153906565284e-06,2.5837343900868878e-08
27,30-8-2022,15437837,0.0,2,30,8,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
28,31-8-2022,15444774,102.0,5,31,8,0.0,176.5,0.0,1.0,188919.97078099998,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,283050.1499109428,188923.35475451584,0.6674554131624998
29,31-8-2022,15448576,287.0,20,31,8,0.0,5.42771577e-10,,1.0,0.0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,8.555984471319063e-07,0.0,0.0
30,1-9-2022,15449892,551.0,1,1,9,0.0,4.38950995e-10,,1.0,0.0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,6.810657668989965e-07,0.0,0.0
31,1-9-2022,15453264,,13,1,9,0.0,1e-07,0.0,1.0,5.6000000000000006e-05,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.00015615353402965605,5.6001213463743936e-05,0.3586291774421731
32,3-9-2022,15465142,0.0,11,3,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
33,4-9-2022,15469216,27.0,3,4,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
34,5-9-2022,15475153,0.0,2,5,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
35,5-9-2022,15476044,,5,5,9,0.0,1e-06,0.0,1.0,0.000113,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0015622586442788772,0.0001130020304129999,0.07233247249219767
36,5-9-2022,15480302,64.0,22,5,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
37,6-9-2022,15481030,3.0,0,6,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
38,6-9-2022,15482259,214.0,5,6,9,0.0,0.34,0.0,0.09813705572720571,1400.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,1.4957001785790267,0.0,0.08037395706137293,0,712.2080156919368,0.0,0.8214889872114214,0,0.0,0.0,0.0,5714.10021924617,1400.020636316165,0.24501156483056263
39,6-9-2022,15482930,,8,6,9,0.0,3.2,0.0,1.0,3299.054561,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5305.783190661222,3299.0859674495446,0.6217905724561661
40,6-9-2022,15484299,21.0,13,6,9,0.0,1.1258599859999999e-09,,1.0,0.0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,1.8765828239061747e-06,0.0,0.0
41,7-9-2022,15489035,63.0,7,7,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
42,7-9-2022,15491576,0.0,17,7,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
43,7-9-2022,15491910,3.0,18,7,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
44,8-9-2022,15494927,156.0,6,8,9,0.0,0.0,,0.0,0.0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,1.59048112227e-07,,1.0,0,0.0,,0.0,9.73245749000209e-07,0.0,0.0
45,9-9-2022,15502817,106.0,12,9,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
46,9-9-2022,15504645,3.0,20,9,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
47,10-9-2022,15506133,2.0,1,10,9,0.0,0.0,,0.0,0.0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,1.54647209504e-07,,1.0,0,0.0,,0.0,1.0096678444886943e-06,0.0,0.0
48,10-9-2022,15506695,51.0,4,10,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
49,10-9-2022,15509273,4.0,14,10,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
50,10-9-2022,15509886,49.0,16,10,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
51,10-9-2022,15511492,3.0,23,10,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
52,11-9-2022,15511876,,0,11,9,0.0,0.0,0.0,0.0,332114.207099,0.0,1.0,0.0,0,60.16255505,0.0,0.8428804822529534,0,653.5151346841735,0.0,0.1299628850628389,0,6206.427232520575,0.0,0.02715663268420769,0,0.0,0.0,0.0,1544027.2624126398,332021.08043310745,0.21503576297888913
53,11-9-2022,15512303,10.0,2,11,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
54,11-9-2022,15512420,3.0,2,11,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
55,11-9-2022,15513283,58.0,6,11,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
56,11-9-2022,15513646,,7,11,9,0.0,0.0,0.0,0.0,112.205652,0.0,1.0,0.0,0,0.0,0.0,0.0,0,425.7004842075367,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,130714.20995970491,112.17453997305442,0.0008581663769198033
57,11-9-2022,15513789,4.0,8,11,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
58,11-9-2022,15514284,513.0,10,11,9,0.0,0.0,,0.0,0.0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,6.3263783597e-08,,1.0,5.07480025070723e-07,0.0,0.0
59,11-9-2022,15514980,67.0,13,11,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
60,11-9-2022,15515090,3.0,13,11,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
61,11-9-2022,15516393,,18,11,9,1.1805126130108259,2.7816499057003004,0.12737286913835877,0.17830344533399947,14332.458491,0.0,0.8726271308616411,0.0,0,0.19910655,0.0,0.1558208707005717,0,50.719569901978346,0.0,0.5634699023195567,0,272.55831699,0.0,0.06528142599010023,0,129.6403046869,0.0,0.03712435565577192,27639.074537341337,16420.049525799408,0.5940882537009464
62,11-9-2022,15517270,132.0,22,11,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
63,12-9-2022,15519429,0.0,6,12,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
64,12-9-2022,15519489,5.0,6,12,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
65,12-9-2022,15519515,59.0,6,12,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
66,12-9-2022,15521457,62.0,14,12,9,0.0,4.7,0.0,0.0013021869848991873,503177.207226,0.0,1.0,0.0,0,0.0,0.0,0.0,0,18489.8259125006,0.0,0.9039563286485313,0,86530.39434694294,0.0,0.09474148436656958,0,0.0,0.0,0.0,6280641.879127735,503044.80857040413,0.08009449006194057
67,12-9-2022,15521592,2.0,15,12,9,0.0,0.0,,0.0,0.0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,1.54647209504e-07,,1.0,0,0.0,,0.0,1.0575464345310597e-06,0.0,0.0
68,12-9-2022,15522524,22.0,18,12,9,0.0,0.12,,1.0,0.0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,207.02290984959237,0.0,0.0
69,12-9-2022,15523005,59.0,20,12,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
70,13-9-2022,15527400,381.0,14,13,9,0.0,0.0,,0.0,0.0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,1.82639093983e-07,,1.0,0,0.0,,0.0,1.1778575962892913e-06,0.0,0.0
71,13-9-2022,15528888,129.0,20,13,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
72,14-9-2022,15529897,59.0,0,14,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
73,14-9-2022,15530159,42.0,1,14,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
74,14-9-2022,15532046,522.0,8,14,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
75,14-9-2022,15532476,1.0,10,14,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
76,14-9-2022,15533647,56.0,15,14,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
77,14-9-2022,15533711,0.0,15,14,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
78,14-9-2022,15533837,0.0,15,14,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
79,14-9-2022,15534647,,19,14,9,0.0,0.0,0.0,0.0,386276.132015,0.0,1.0,0.0,0,39.38789661,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,779860.6721606344,386260.62633448653,0.49529440337635744
80,15-9-2022,15537499,336.0,7,15,9,0.0,2.93241591e-10,,1.0,0.0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,4.686425675887702e-07,0.0,0.0
81,15-9-2022,15537756,37.0,7,15,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
82,15-9-2022,15538020,131.0,8,15,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
83,15-9-2022,15538071,152.0,9,15,9,0.0,0.0,,0.0,0.0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,3.8348801908e-08,,1.0,0,0.0,,0.0,2.2885876653782976e-07,0.0,0.0
84,15-9-2022,15538173,131.0,9,15,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
85,15-9-2022,15538205,131.0,9,15,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
86,15-9-2022,15538218,95.0,9,15,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
87,15-9-2022,15538799,131.0,11,15,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
88,15-9-2022,15539975,55.0,15,15,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
89,15-9-2022,15540787,0.0,18,15,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
90,16-9-2022,15543136,16.0,2,16,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
91,16-9-2022,15543476,215.0,3,16,9,0.0,2.5670783399999996e-10,,1.0,0.0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,3.7580625710271196e-07,0.0,0.0
92,16-9-2022,15544813,54.0,7,16,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
93,16-9-2022,15544846,176.0,7,16,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
94,16-9-2022,15545669,2.0,10,16,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
95,16-9-2022,15546055,,12,16,9,0.0,0.5,0.0,1.0,250.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,738.3884600131945,249.99031964127403,0.33856206208424067
96,16-9-2022,15546416,0.0,13,16,9,0.0,5.47600004e-10,,1.0,0.0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,7.984676138591978e-07,0.0,0.0
97,16-9-2022,15546441,2.0,13,16,9,0.0,0.0,,0.0,0.0,0.0,,0.0,0,1e-08,,0.9706534791358262,0,1.9443017158e-08,,0.02934652086417379,0,0.0,,0.0,0,0.0,,0.0,0.00020343501072913147,0.0,0.0
98,16-9-2022,15548014,167.0,18,16,9,0.0,0.5,0.0,0.043154578401006664,2927.352938,0.0,1.0,0.0,0,0.0,0.0,0.0,0,49.95130478561338,0.0,0.9260512503236595,0,88.37895045150965,0.0,0.030794171275333654,0,0.0,0.0,0.0,16562.6747219071,2927.2998609729584,0.17674076863328606
99,16-9-2022,15548568,52.0,20,16,9,0.0,6.216565589999999e-10,,1.0,0.0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,8.892605817056347e-07,0.0,0.0
100,16-9-2022,15549570,,23,16,9,0.0,0.5000000007346902,0.0,1.0,301.143742,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,714.0490290641106,301.14083323992713,0.42173691298849075
101,17-9-2022,15551046,53.0,4,17,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
102,17-9-2022,15551587,0.0,6,17,9,0.0,0.0,,0.0,0.0,0.999999,,1.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0.9999921456079179,0.0,0.0
103,17-9-2022,15551682,,7,17,9,0.0,161.96678383316186,0.0,0.5558381538232138,314499.529576,0.0,1.0,0.0,0,0.0,0.0,0.0,0,602.35336481,0.0,0.4441618461767862,0,0.0,0.0,0.0,0,0.0,0.0,0.0,416417.28597782715,314497.2175884787,0.7552453468639739
104,17-9-2022,15552330,53.0,9,17,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
105,17-9-2022,15552905,516.0,11,17,9,0.0,2009.6972861791128,0.0,0.9004303796097228,939878.989298,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,40000.00000007234,0.0,0.09956962039027721,3178412.5048514265,939871.4971539726,0.2957046940003486
106,17-9-2022,15555361,,19,17,9,0.0,1e-05,0.0,1.0,0.004021,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.014636659979939822,0.00402097551862116,0.2747194731675179
107,17-9-2022,15555453,,19,17,9,0.0,1e-05,0.0,1.0,0.00268,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.014636806221912766,0.002679983575403255,0.1830989311992838
108,18-9-2022,15556895,19.0,0,18,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
109,18-9-2022,15558247,127.0,5,18,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
110,19-9-2022,15564085,220.0,0,19,9,0.0,0.0,,0.0,0.0,0.0,,0.0,0,0.0,,0.0,0,2.7296366445999996e-08,,1.0,0,0.0,,0.0,0,0.0,,0.0,8.381533747610237e-06,0.0,0.0
111,19-9-2022,15565882,41.0,6,19,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
112,19-9-2022,15567300,100.0,11,19,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
113,19-9-2022,15567689,17.0,12,19,9,0.0,0.0,,0.0,0.0,0.0,,0.0,0,1e-08,,1.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0.0001880817333454943,0.0,0.0
114,19-9-2022,15568541,458.0,15,19,9,0.0,103.59188823582404,,0.45248804164392314,0.0,168418.139083,,0.5475119583560769,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,307616.6625317426,0.0,0.0
115,19-9-2022,15568657,527.0,16,19,9,0.0,3.5651512799999995e-10,0.0,2.010629180859347e-12,18000.000001,0.0,1.0,0.0,0,0.0,0.0,0.0,0,776.07546953,0.0,0.9999999999979894,0,0.0,0.0,0.0,0,0.0,0.0,0.0,238299.21654368876,18000.52007415879,0.07553747064400713
116,20-9-2022,15574622,2.0,12,20,9,0.0,0.0,,0.0,0.0,0.0,,0.0,0,1e-08,,0.9697796220925434,0,1.9443017158e-08,,0.030220377907456568,0,0.0,,0.0,0,0.0,,0.0,0.00019755245302186683,0.0,0.0
117,20-9-2022,15576503,10.0,18,20,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
118,20-9-2022,15577626,32.0,22,20,9,0.0,5.107828367e-09,,1.0,0.0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,6.728096512916118e-06,0.0,0.0
119,21-9-2022,15578353,50.0,0,21,9,0.0,4.21020883e-10,,1.0,0.0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,5.580869112585703e-07,0.0,0.0
120,21-9-2022,15578822,431.0,2,21,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
121,21-9-2022,15584100,124.0,20,21,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
122,22-9-2022,15585972,47.0,2,22,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
123,22-9-2022,15586506,,4,22,9,0.0,0.0,0.0,0.0,100000.0,0.0,1.0,0.0,0,13.01843795,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,243859.15595123908,99997.66470005948,0.4100631953308923
124,22-9-2022,15588290,14.0,10,22,9,0.0,1e-05,,1.0,0.0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0.012961067273928666,0.0,0.0
125,23-9-2022,15593685,150.0,4,23,9,0.0,0.0,,0.0,0.0,0.0,,0.0,0,0.0,,0.0,0,0.0,,0.0,0,1.439010171e-09,,1.0,0,0.0,,0.0,8.490393266251158e-09,0.0,0.0
126,23-9-2022,15594272,1.0,6,23,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
127,23-9-2022,15594448,46.0,7,23,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
128,23-9-2022,15594757,92.0,8,23,9,0.0,0.0,,,0.0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0,0
129,23-9-2022,15597686,,17,23,9,0.0,21.468000000000004,0.0,0.7697907904673247,17993.804147,0.0,1.0,0.0,0,0.31499921,0.0,0.16374365242353975,0,7.790008753067425,0.0,0.06646555710913546,0,0.0,0.0,0.0,0,0.0,0.0,0.0,35988.18584488326,17993.52477799974,0.49998421302912194
