,dt_opened,block_opened,position_days,hour_opened,day_opened,month_opened,weth_borrow_balance,weth_collateral_balance,weth_borrow_balance_share,weth_collateral_balance_share,usdc_borrow_balance,usdc_collateral_balance,usdc_borrow_balance_share,usdc_collateral_balance_share,wbtc_borrow_balance,wbtc_collateral_balance,wbtc_borrow_balance_share,wbtc_collateral_balance_share,comp_borrow_balance,comp_collateral_balance,comp_borrow_balance_share,comp_collateral_balance_share,uni_borrow_balance,uni_collateral_balance,uni_borrow_balance_share,uni_collateral_balance_share,link_borrow_balance,link_collateral_balance,link_borrow_balance_share,link_collateral_balance_share,collateral_usd_balance,borrow_usd_balance,borrow-collateral-ratio,liquidation_event_happened
259,25-6-2023,17558465,259.64999999999986,19,25,6,0.0,9.5,0.0,1.0,10026.776721,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,17982.275102853815,10022.554320833642,0.5573574124245851,False
260,26-6-2023,17561801,259.64999999999986,6,26,6,0.0,0.075,0.0,1.0,4.4e-05,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,140.9118361512979,4.39813353947302e-05,3.121195252009006e-07,False
261,27-6-2023,17569217,212.0,7,27,6,0.0,4.4504057400000003e-10,0.0,7.048586699730752e-11,5144.929089,0.0,1.0,0.0,0,0.39053485,0.0,0.9999999999295142,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,11831.361515194722,5144.474781343959,0.4348168023381788,False
262,28-6-2023,17574118,259.64999999999986,0,28,6,0.0,10.000000000712294,0.0,0.6309023389814801,20388.457723,0.0,1.0,0.0,0,0.36117902,0.0,0.3690976610185199,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,29944.143125011735,20387.485249152487,0.6808505143739858,False
263,30-6-2023,17591992,0.0,12,30,6,0.0,0.0,0.0,0.0,5368.440195,0.0,1.0,0.0,0,0.0,0.0,0.0,0,218.93007735720246,0.0,0.981025452542974,0,251.83711105247448,0.0,0.018974547457025943,0,0.0,0.0,0.0,68524.17467775209,5369.436345770633,0.07835827824299124,False
264,2-7-2023,17605814,259.64999999999986,10,2,7,0.0,0.0,0.0,0.0,5300.04222,0.0,1.0,0.0,0,0.34827262,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,10638.049240012706,5300.959970713335,0.4983018832790253,False
265,3-7-2023,17611033,259.64999999999986,4,3,7,0.0,182.5487845396608,0.0,0.8406335846302879,281955.194694,0.0,1.0,0.0,0,0.0,0.0,0.0,0,219.3512816322554,0.0,0.1593664153697121,0,0.0,0.0,0.0,0,0.0,0.0,0.0,422631.66261023853,281989.13321228424,0.6672219763911574,False
266,3-7-2023,17613282,259.64999999999986,11,3,7,0.0,0.0,0.0,0.0,32913194.575985998,0.0,1.0,0.0,0,1382.85692227,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,42461952.65622911,32916762.45610893,0.7752060467544253,True
267,4-7-2023,17617182,259.64999999999986,1,4,7,0.0,0.1,0.0,1.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,195.2008041355793,100.00063326907976,0.512296215745213,False
268,5-7-2023,17629264,98.0,17,5,7,0.0,40.0,0.0,1.0,63844.20093200001,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,76499.88126462503,63839.15517311164,0.8345000556573683,True
269,7-7-2023,17638352,259.64999999999986,0,7,7,0.0,0.0,0.0,0.0,0.002472,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.3235365849790708,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,99.34409442198948,0.0024717958738062185,2.488115562568453e-05,False
270,8-7-2023,17651096,226.0,19,8,7,0.0,0.0,0.0,0.0,6000.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,225.74,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,69314.99223270411,5999.812739654931,0.08655865847192733,False
271,10-7-2023,17662682,259.64999999999986,10,10,7,0.0,1.1,0.0,0.6727477601217089,2673.926411,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,193.55593343697785,0.0,0.32725223987829105,0,0.0,0.0,0.0,3044.067504233401,2673.812002548123,0.8783681698351425,True
272,12-7-2023,17674951,209.0,3,12,7,0.0,0.0,0.0,0.0,5910450.979326,0.0,1.0,0.0,0,199.90108871,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,6104302.877940503,5910356.63693575,0.9682279459452072,True
273,13-7-2023,17682522,259.64999999999986,5,13,7,0.0,0.09,0.0,1.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,167.9143924799487,99.99810492425402,0.5955302785387808,False
274,13-7-2023,17685833,259.64999999999986,16,13,7,4.304289163528495,5.357130576341784,0.3983122057847329,0.4073288400442377,12719.173242,0.0,0.6016877942152671,0.0,0,0.29169944,0.0,0.3502645921504191,0,20.311630828535602,0.0,0.2424065678053432,0,0.0,0.0,0.0,0,0.0,0.0,0.0,25728.772696781263,21140.235605236398,0.8216573660305647,False
275,13-7-2023,17686038,259.64999999999986,17,13,7,4.304289163528495,5.357130576341784,0.399162037630852,0.4081979636757186,12719.173242,0.0,0.6008379623691481,0.0,0,0.29169944,0.0,0.3497268873673657,0,20.311630828535602,0.0,0.2420751489569156,0,0.0,0.0,0.0,0,0.0,0.0,0.0,25763.99729647836,21169.18096032375,0.8216574748366913,False
276,13-7-2023,17687019,259.64999999999986,20,13,7,0.0,0.255,0.0,1.0,200.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,507.6370124964754,199.97008766645462,0.39392337978476905,False
277,14-7-2023,17693111,259.64999999999986,17,14,7,0.0,5604.863298491808,0.0,0.6274741927548068,13880881.105176998,0.0,1.0,0.0,0,0.0,0.0,0.0,0,18718.366454749274,0.0,0.3242831782162605,0,0.0,0.0,0.0,0,121401.68964336425,0.0,0.048242629028932615,17724018.01376139,13876334.15137761,0.7829113094222576,True
278,14-7-2023,17693481,259.64999999999986,18,14,7,0.0,3.0,0.0,0.003967289959325725,89748.702727,0.0,1.0,0.0,0,0.22733662,0.0,0.004731995965524074,0,4721.12049567411,0.0,0.9913007140751502,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1462373.5525363388,89718.56045143871,0.06135132866416448,False
279,15-7-2023,17696523,259.64999999999986,4,15,7,0.0,0.0,0.0,0.0,5368.440195,0.0,1.0,0.0,0,0.0,0.0,0.0,0,218.93007735720246,0.0,0.9786207010696624,0,251.83711105247448,0.0,0.021379298930337687,0,0.0,0.0,0.0,68692.55820962883,5365.740843437683,0.07811240377834046,False
280,16-7-2023,17705453,259.64999999999986,11,16,7,0.0,0.0,0.0,0.0,3000.006235000001,0.0,1.0,0.0,0,0.0,0.0,0.0,0,39.16071087160339,0.0,0.7598305251803297,0,272.1436540417573,0.0,0.09904455969147212,0,324.0431119308032,0.0,0.14112491512819827,15825.319551557845,2998.89968754488,0.18950010315903346,False
281,17-7-2023,17715880,0.0,22,17,7,0.0,0.0,0.0,0.0,100000.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,25000.00000030085,0.0,1.0,0,0.0,0.0,0.0,146725.39468673026,99979.36163722645,0.681404618816599,False
282,18-7-2023,17716692,259.64999999999986,0,18,7,0.0,0.0,0.0,0.0,979.41303,0.0,1.0,0.0,0,0.0334088,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1008.1683083502,979.2106462201897,0.9712769565456806,True
283,18-7-2023,17722776,259.64999999999986,21,18,7,0.0,0.0,0.0,0.0,5.5e-05,0.0,1.0,0.0,0,1e-08,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.00029773818441305235,5.499288772796351e-05,0.18470216655742028,False
284,19-7-2023,17727511,259.64999999999986,13,19,7,0.0,0.0,0.0,0.0,1026385.742399,0.0,1.0,0.0,0,68.99998553,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2067732.27546628,1026292.5098945523,0.4963372299555176,False
285,19-7-2023,17727725,259.64999999999986,14,19,7,0.0,141.40995806949445,0.0,0.9419816977571328,241372.260575,0.0,1.0,0.0,0,0.0,0.0,0.0,0,54.13648369689367,0.0,0.05801830224286723,0,0.0,0.0,0.0,0,0.0,0.0,0.0,286512.5736976869,241351.00522184852,0.8423749160709069,True
286,19-7-2023,17729586,259.64999999999986,20,19,7,0.0,5.0049,0.0,0.2678179649859743,16981.113419999998,0.0,1.0,0.0,0,0.13923105,0.0,0.11743027558905032,0,68.00975770000001,0.0,0.5870352800961489,0,0.0,0.0,0.0,0,139.94539547,0.0,0.02771647932882651,35573.42518227659,16980.263953542362,0.4773300256170519,False
287,20-7-2023,17734867,259.64999999999986,14,20,7,0.0,11.0,0.0,1.0,10200.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,21097.40057209329,10199.701465993876,0.4834577336264634,False
288,22-7-2023,17749316,259.64999999999986,14,22,7,0.0,29.5,0.0,1.0,40377.85016,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,55685.185157899374,40379.862433209455,0.7251455179453823,False
289,25-7-2023,17768228,259.64999999999986,6,25,7,0.0,0.11231785481252557,0.0,0.022488174728356042,5249.368152,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1567.2306837996673,0.0,0.977511825271644,0,0.0,0.0,0.0,9246.988294510218,5249.702953558563,0.5677202983673316,False
290,25-7-2023,17772265,259.64999999999986,19,25,7,0.0,0.0,0.0,0.0,400043.278501,0.0,1.0,0.0,0,29.89403519,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,875602.3594223785,400089.42032156116,0.4569304959222518,False
291,31-7-2023,17811286,259.64999999999986,6,31,7,5.98008969752e-07,6.40854614881e-07,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0011957856156976064,0.0011158389242782805,0.9331429560869184,True
292,31-7-2023,17812686,259.64999999999986,11,31,7,0.0,4.8,0.0,0.11599661103021905,68862.258025,0.0,1.0,0.0,0,1.83999073,0.0,0.6975121565944862,0,41.5634458988106,0.0,0.1650436158379328,0,254.9095,0.0,0.021447616537362147,0,0.0,0.0,0.0,77327.0557943857,68865.21737614067,0.8905707927022951,True
293,31-7-2023,17812843,259.64999999999986,11,31,7,0.0,0.0,0.0,0.0,15903.339407,0.0,1.0,0.0,0,0.63862698,0.0,0.5162013335849892,0,57.14339545800754,0.0,0.4837986664150109,0,0.0,0.0,0.0,0,0.0,0.0,0.0,36267.70160388095,15904.056103409419,0.438518444789111,False
294,31-7-2023,17813872,259.64999999999986,15,31,7,0.0,0.0,0.0,0.0,235173.0746,0.0,1.0,0.0,0,9.8,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,287591.59770065226,235194.82312853448,0.8178083956866625,True
295,1-8-2023,17817295,259.64999999999986,2,1,8,0.0,15.0,0.0,1.0,25695.797139,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,27439.554247472657,25701.435494498804,0.9366564508556496,True
296,1-8-2023,17818026,259.64999999999986,5,1,8,0.0,0.0,0.0,0.0,119675.05530899999,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,26999.99998419094,0.0,1.0,200582.53660778367,119696.20017453707,0.5967428780133006,False
297,1-8-2023,17822890,259.64999999999986,21,1,8,0.7,0.81,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1498.2048596601062,1294.7449404470053,0.8641975308641975,False
298,2-8-2023,17823723,259.64999999999986,0,2,8,0.0,0.0,0.0,0.0,2438166.008252,0.0,1.0,0.0,0,234.10706665,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,6950637.520365185,2439542.258191281,0.3509810792238102,False
299,3-8-2023,17835285,259.64999999999986,15,3,8,0.0,2.4,0.0,0.034017499549282494,77794.766022,0.0,1.0,0.0,0,2.03546568,0.0,0.4581745099080106,0,195.0,0.0,0.4600169799234508,0,1000.0,0.0,0.04779101061925613,0,0.0,0.0,0.0,130160.55960604027,77874.4717702155,0.5982954591307829,False
300,4-8-2023,17843093,259.64999999999986,17,4,8,0.0,25.00000040712871,0.0,1.0,45809.505377999994,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,46130.89455785864,45848.12551002151,0.9938702890861464,True
301,4-8-2023,17843171,259.64999999999986,17,4,8,0.0,12.0,0.0,1.0,9385.589355,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,22127.77610357705,9393.390987545505,0.4245067802374871,False
302,6-8-2023,17856475,52.0,14,6,8,0.0,2.37,0.0,0.528293316487063,5800.0,0.0,1.0,0.0,0,0.1332063,0.0,0.471706683512937,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,8200.46980730131,5807.384918896833,0.7081770990396445,False
303,7-8-2023,17860976,259.64999999999986,5,7,8,0.0,0.00013000000000000002,0.0,1.0,0.176696,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.2392456091326413,0.1769712442490738,0.7397052965388315,False
304,7-8-2023,17864849,259.64999999999986,18,7,8,0.0,49.0,0.0,1.0,59545.99582300001,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,89516.05297256743,59628.45492814561,0.6661202426610454,False
305,8-8-2023,17870396,259.64999999999986,13,8,8,0.0,0.0,0.0,0.0,184537.562041,0.0,1.0,0.0,0,17.08618064,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,504497.318798318,184742.68257369823,0.3661916043751117,False
306,11-8-2023,17889315,259.64999999999986,4,11,8,0.0,50.0,0.0,0.7584206933654849,80000.0,0.0,1.0,0.0,0,1.0,0.0,0.2415793066345152,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,121852.5571162714,80090.51850230402,0.6572740071911815,False
307,12-8-2023,17900601,259.64999999999986,18,12,8,0.0,1.0116809461717815,0.0,0.06561352047007944,462.00123099999996,0.0,1.0,0.0,0,0.00942041,0.0,0.0097154781503612,0,80.16094438856908,0.0,0.8636712275197955,0,151.108,0.0,0.032840989706932014,0,107.066,0.0,0.02815878415283182,28499.223784329144,462.3170086892135,0.016222091246689586,False
308,12-8-2023,17901529,259.64999999999986,21,12,8,0.0,60.0,0.0,1.0,81533.450738,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,110844.00314167436,81587.82536827879,0.7360598954911253,False
309,14-8-2023,17910518,155.0,3,14,8,0.0,0.08,0.0,0.0010018743553727488,24000.0,0.0,1.0,0.0,0,5.0,0.0,0.9948311088476648,0,2.0,0.0,0.0041670167969621655,0,0.0,0.0,0.0,0,0.0,0.0,0.0,147374.8590666558,24023.94799995681,0.1630125256919912,False
310,14-8-2023,17910987,259.64999999999986,5,14,8,3.206870916002e-06,9.7364264313982e-05,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.1799281808502498,0.005926265187780535,0.03293683713010378,False
311,15-8-2023,17921840,259.64999999999986,17,15,8,0.0,1009.8,0.0,0.5684833751432233,1697478.584434,0.0,1.0,0.0,0,7.28,0.0,0.06538954685625778,0,3897.8468318765003,0.0,0.3661270780005189,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3268974.8390591512,1699775.858181282,0.5199721447444661,False
312,18-8-2023,17940104,259.64999999999986,7,18,8,0.0,0.51,0.0,0.34361001767181226,1019.366198,0.0,1.0,0.0,0,0.0,0.0,0.0,0,5.37,0.0,0.6563899823281877,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2512.065734217307,1019.6653448114366,0.4059071109972914,False
313,18-8-2023,17941733,259.64999999999986,12,18,8,0.0,65.5,0.0,1.0,60500.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,110151.71358739072,60523.661430184984,0.5494572844948754,False
314,18-8-2023,17941834,259.64999999999986,13,18,8,0.0,83.0,0.0,1.0,60000.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,139415.57139057922,60024.885786049934,0.4305464962582079,False
315,18-8-2023,17944153,259.64999999999986,20,18,8,0.0,1e-06,0.0,1.0,0.000113,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0016629036179672714,0.00011307527904090004,0.06799869686922863,False
316,19-8-2023,17948247,259.64999999999986,10,19,8,0.0,154.0,0.0,1.0,175000.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,255806.48815746282,175076.5029462859,0.6844099389633808,False
317,19-8-2023,17948252,259.64999999999986,10,19,8,0.0,0.1,0.0,1.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,166.09964922266565,100.04493211057009,0.6023187440718456,False
318,19-8-2023,17948805,259.64999999999986,12,19,8,0.3941193174792415,0.41765834,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,693.0173381095402,653.9592153170287,0.9436404825035734,True
319,19-8-2023,17951524,259.64999999999986,21,19,8,0.0,0.0,0.0,0.0,600.162059,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,200.0,0.0,1.0,1232.3252152044658,600.3649515721013,0.4871806112256572,False
320,20-8-2023,17954261,259.64999999999986,6,20,8,0.0,5.0,0.0,0.06367936747111706,25020.236148,0.0,1.0,0.0,0,0.0,0.0,0.0,0,310.5729685815465,0.0,0.7296657490133804,0,5503.7234,0.0,0.2066548835155024,0,0.0,0.0,0.0,130694.8127224422,25026.354412395216,0.1914869755813792,False
321,21-8-2023,17965963,259.64999999999986,22,21,8,5.186895435216171,6.444042819733933,0.9033036884696904,0.4829300781102987,928.732247,0.0,0.09669631153030962,0.0,0,0.0,0.0,0.0,0,36.0594554,0.0,0.4959396004626092,0,98.08101903,0.0,0.021130321427092213,0,0.0,0.0,0.0,22325.903011596518,9607.459905874626,0.4303279424301144,False
322,22-8-2023,17968514,259.64999999999986,6,22,8,0.0,5.0,0.0,1.0,3000.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,8315.726022527953,3000.919603895849,0.3608728324822297,False
323,23-8-2023,17974835,69.0,3,23,8,0.0,0.0,0.0,0.0,3249259.326269,0.0,1.0,0.0,0,0.0,0.0,0.0,0,189707.6461092332,0.0,0.9949666187481748,0,63216.39575757081,0.0,0.005033381251825314,0,0.0,0.0,0.0,58545697.3300057,3250679.3886338607,0.05552379657057786,False
324,25-8-2023,17990688,259.64999999999986,9,25,8,0.0,0.0,0.0,0.0,91317.695431,0.0,1.0,0.0,0,4.28129191,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,111657.85066195363,91360.4135266388,0.8182175546548381,False
325,26-8-2023,18001426,259.64999999999986,21,26,8,20.0,35.25608781447126,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,58057.3440467448,32934.64910358801,0.5672779153843261,False
326,27-8-2023,18006851,259.64999999999986,15,27,8,1.0,1.7702214463620172,1.0,0.9966028234662364,0.0,9.999999,0.0,0.003397176533763437,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2945.282503981413,1658.1410565361025,0.5629820074287064,False
327,28-8-2023,18014447,259.64999999999986,16,28,8,0.0,0.0,0.0,0.0,1028.160317,0.0,1.0,0.0,0,0.0,0.0,0.0,0,35.16990257,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,10799.15621274258,1028.8945583475736,0.09527545838567636,False
328,30-8-2023,18026671,259.64999999999986,9,30,8,0.0,29.8,0.0,1.0,30128.256167000003,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,51124.79026220564,30129.65436442255,0.5893355104225456,False
329,30-8-2023,18027417,259.64999999999986,12,30,8,0.0,26.5,0.0,1.0,38640.769635000004,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,45551.689668277264,38642.86977476188,0.8483301070975029,True
330,1-9-2023,18038135,259.64999999999986,0,1,9,5.186895435216171,6.444042819733933,0.9021554095749452,0.480573060444825,928.732247,0.0,0.09784459042505464,0.0,0,0.0,0.0,0.0,0,36.0594554,0.0,0.5000758751060607,0,98.08101903,0.0,0.01935106444911428,0,0.0,0.0,0.0,22141.238901376368,9493.55908257689,0.4287727134359559,False
331,1-9-2023,18042606,259.64999999999986,15,1,9,0.0,1.1,0.0,1.0,1470.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1800.460443580716,1470.599777300994,0.8167909395311667,False
332,4-9-2023,18062852,259.64999999999986,11,4,9,0.0,10.5,0.0,1.0,5100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,17139.771396375538,5101.695651318733,0.2976524910009921,False
333,5-9-2023,18070142,259.64999999999986,12,5,9,14.0,14.054887539034224,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,22977.529583877335,22887.797094133653,0.996094772093922,True
334,6-9-2023,18079816,259.64999999999986,20,6,9,0.0,300.5,0.0,0.6150098216168588,624364.738731,0.0,1.0,0.0,0,11.9257358,0.0,0.3849901783831412,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,796122.314275207,624735.2239761951,0.7847226648143338,False
335,8-9-2023,18091792,259.64999999999986,12,8,9,0.0,191.0,0.0,0.5273359088566935,553052.359661,0.0,1.0,0.0,0,10.80980309,0.0,0.4726640911433066,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,590384.0569356831,553323.7825435781,0.9372268374175584,True
336,14-9-2023,18136633,259.64999999999986,19,14,9,0.0,17.61,0.0,1.0,25227.82235,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,28743.653472375256,25230.019015738486,0.8777596431847597,True
337,15-9-2023,18143866,259.64999999999986,20,15,9,0.7800001886402325,0.7809172561511895,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1266.168907702548,1264.6819865729515,0.9988256534175248,True
338,17-9-2023,18154757,209.0,9,17,9,0.0,0.0,0.0,0.0,1000.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,86.05681264318727,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,26424.325772719938,999.9363551758884,0.037841508758880316,False
339,18-9-2023,18160700,259.64999999999986,5,18,9,0.0,0.0,0.0,0.0,38264.666842,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,92.9963,0.0,0.00921773289512683,0,6537.218856142229,0.0,0.9907822671048728,43437.27987650032,38261.585712629705,0.8808467247814318,False
340,18-9-2023,18161565,259.64999999999986,8,18,9,228.7310864677288,255.48914199020783,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,417144.42849463155,373455.786027861,0.8952673475121513,False
341,21-9-2023,18183666,259.64999999999986,10,21,9,0.0,1.4919884880000001e-09,0.0,1.0,2e-06,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.3990164796325506e-06,1.9998755689751967e-06,0.8336231059494479,False
342,21-9-2023,18183947,143.0,11,21,9,0.0,0.0,0.0,0.0,111090.96885399999,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,18835.48161298024,0.0,1.0,127370.79090505248,111084.25162909424,0.8721328558908069,False
343,21-9-2023,18186364,259.64999999999986,19,21,9,0.0,0.08,0.0,1.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,127.0827492430028,100.00402045759444,0.7869204990708107,False
344,23-9-2023,18201146,259.64999999999986,21,23,9,0.0,0.0,0.0,0.0,0.00043499999999999995,0.0,1.0,0.0,0,0.0,0.0,0.0,0,1.6750027356616e-05,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.005143209072922031,0.000435031924279537,0.08458375269438165,False
345,25-9-2023,18214937,259.64999999999986,19,25,9,0.0,3.2,0.0,0.5778481946924274,3750.0016689999998,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,502.17298453606827,0.0,0.4221518053075724,8798.422983637229,3750.8075607132173,0.4263045284011397,False
346,26-9-2023,18219851,259.64999999999986,12,26,9,0.0,4.4542335186e-08,0.0,1.0,5.6999999999999996e-05,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,7.092706349280851e-05,5.7016033200029786e-05,0.8038685149542502,False
347,27-9-2023,18228150,2.0,16,27,9,0.0,0.0,0.0,0.0,272039.869686,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,37980.89699916984,0.0,1.0,287736.4724275551,272254.728938743,0.9461947129670536,True
