,dt_opened,block_opened,position_days,hour_opened,day_opened,month_opened,weth_borrow_balance,usdc_borrow_balance,wbtc_borrow_balance,comp_borrow_balance,uni_borrow_balance,link_borrow_balance,weth_collateral_balance,usdc_collateral_balance,wbtc_collateral_balance,comp_collateral_balance,uni_collateral_balance,link_collateral_balance
0,26-8-2022,15412445,27,1,26,8,0,0.0,0,0,0,0,0.0,0,0,0,0,0
1,26-8-2022,15412448,,1,26,8,0,0.028404,0,0,0,0,3e-05,0,0,0,0,0
2,26-8-2022,15412456,0,1,26,8,0,0.0,0,0,0,0,0.0,0.999999,0,0.0,0,0
3,26-8-2022,15412540,249,1,26,8,0,0.0,0,0,0,0,1.64900524e-10,0,0.0,0,0,0
4,26-8-2022,15412659,,2,26,8,0,0.045042,0,0,0,0,0.0001,0,0,0,0,0
5,26-8-2022,15412753,75,2,26,8,0,0.0,0,0,0,0,0.0,0,0,0,0,0
6,26-8-2022,15412833,,2,26,8,0,0.163977,0,0,0,0,0.001,0,0,0,0,0
7,26-8-2022,15412970,39,3,26,8,0,0.0,0,0,0,0,0,0,0,0,0.0,0
8,26-8-2022,15413365,27,4,26,8,0,0.0,0,0,0,0,0.0,0,0,0,0,0
9,26-8-2022,15413729,0,6,26,8,0,0.0,0,0,0,0,0.0,0,0,0,0,0
10,26-8-2022,15414293,,8,26,8,0,300.0,0,0,0,0,0,0,0,21.0,0,0
11,26-8-2022,15414460,0,9,26,8,0,0.0,0,0,0,0,0.05,99.999999,0,0,0,0
12,26-8-2022,15414632,0,9,26,8,0,0.0,0,0,0,0,0.05,99.999999,0,0,0,0
13,26-8-2022,15414662,2,9,26,8,0,0.0,0,0,0,0,0.05,99.999999,0,0,0,0
14,26-8-2022,15415601,1,13,26,8,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0
15,26-8-2022,15415703,53,13,26,8,0,0.0,0,0,0,0,7.98161866e-10,0,0,0,0,0
16,26-8-2022,15416186,,15,26,8,0,318.8835,0,0,0,0,1.0,0,0,0,0,0
17,26-8-2022,15416233,0,15,26,8,0,0.0,0,0,0,0,0.0,0,0,0,0,0
18,26-8-2022,15416929,481,18,26,8,0,0.0,0,0,0,0,8.6350247e-10,0,0,0,0,0
19,27-8-2022,15420016,74,6,27,8,0,0.0,0,0,0,0,0.0,0,0,0,0,0
20,27-8-2022,15421910,0,13,27,8,0,0.0,0,0,0,0,0,0,0.0,0,0,0
21,27-8-2022,15422669,46,16,27,8,0,0.0,0,0,0,0,0.0,0,0,3.4648913136e-08,0,0
22,27-8-2022,15423930,,21,27,8,0,0.038796,0,0,0,0,0.0001,0,0,0,0,0
23,28-8-2022,15427089,75,9,28,8,0,0.0,0,0,0,0,0.0,0.0,0.0,2.603893906e-08,0.0,0.0
24,29-8-2022,15432739,,7,29,8,0,8.7e-05,0,0,0,0,1e-07,0,0,0,0,0
25,29-8-2022,15433952,,11,29,8,0,100.0,0,0,0,0,0.2,0,0,0,0,0
26,29-8-2022,15435778,,18,29,8,0,325851.108108,0,0,0,0,0,0,9.0,37.945271,0,0
27,29-8-2022,15436656,,22,29,8,0,4e-06,0,0,0,0,0.10025630568466852,0.0,0,0,0,0
28,30-8-2022,15437837,0,2,30,8,0,0.0,0,0,0,0,0,0,0.0,0,0,0
29,31-8-2022,15444774,102,5,31,8,0,188919.970781,0,0,0,0,176.5,0,0,0,0,0
30,31-8-2022,15448576,287,20,31,8,0,0.0,0,0,0,0,5.42771577e-10,0,0,0,0,0
31,1-9-2022,15449892,551,1,1,9,0,0.0,0,0,0,0,4.38950995e-10,0,0,0,0,0
32,1-9-2022,15453264,,13,1,9,0,5.6e-05,0,0,0,0,1e-07,0,0,0,0,0
33,1-9-2022,15455540,40,22,1,9,0,175059.753841,0,0,0,0,100.0,0,0,0,0,0
34,3-9-2022,15465142,0,11,3,9,0,0.0,0,0,0,0,0.0,0,0,0,0,0
35,4-9-2022,15469216,27,3,4,9,0,0.0,0,0,0,0,0.0,0,0,0,0,0
36,5-9-2022,15475153,0,2,5,9,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0
37,5-9-2022,15476044,,5,5,9,0,0.000113,0,0,0,0,1e-06,0,0,0,0,0
38,5-9-2022,15480302,64,22,5,9,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0
39,6-9-2022,15481030,3,0,6,9,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
40,6-9-2022,15482259,214,5,6,9,0,1400.0,0,0,0,0,0.34,0,0,1.4957001785790267,712.2080156919368,0
41,6-9-2022,15482930,,8,6,9,0,3299.054561,0,0,0,0,3.2,0,0,0,0,0
42,6-9-2022,15483710,64,11,6,9,0,441.471468,0,0,0,0,0.006,0,0.02015948,0,0,0
43,6-9-2022,15484299,21,13,6,9,0,0.0,0,0,0,0,1.125859986e-09,0,0,0,0,0
44,7-9-2022,15489035,63,7,7,9,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0
45,7-9-2022,15491576,0,17,7,9,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0
46,7-9-2022,15491910,3,18,7,9,0,0.0,0,0,0,0,0.0,0,0,0,0,0
47,8-9-2022,15494927,156,6,8,9,0,0.0,0,0,0,0,0.0,0,0,0,1.59048112227e-07,0
48,9-9-2022,15502817,106,12,9,9,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
49,9-9-2022,15504645,3,20,9,9,0,0.0,0,0,0,0,0.0,0,0,0,0,0
50,10-9-2022,15506133,2,1,10,9,0,0.0,0,0,0,0,0,0,0.0,0.0,1.54647209504e-07,0
51,10-9-2022,15506695,51,4,10,9,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0
52,10-9-2022,15509273,4,14,10,9,0,0.0,0,0,0,0,0.0,0,0,0,0,0
53,10-9-2022,15509886,49,16,10,9,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0
54,10-9-2022,15511492,3,23,10,9,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0
55,11-9-2022,15511876,,0,11,9,0,332114.207099,0,0,0,0,0,0.0,60.16255505,653.5151346841735,6206.427232520575,0
56,11-9-2022,15512303,10,2,11,9,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0
57,11-9-2022,15512420,3,2,11,9,0,0.0,0,0,0,0,0.0,0,0,0,0,0
58,11-9-2022,15512521,,3,11,9,0,164756.766158,0,0,0,0,0.0,0,5.70785373,0,0,0
59,11-9-2022,15513283,58,6,11,9,0,0.0,0,0,0,0,0,0,0.0,0,0,0
60,11-9-2022,15513646,,7,11,9,0,112.205652,0,0,0,0,0.0,0,0,425.7004842075367,0,0
61,11-9-2022,15513789,4,8,11,9,0,0.0,0,0,0,0,0.0,0,0,0,0,0
62,11-9-2022,15514284,513,10,11,9,0,0.0,0,0,0,0,0,0,0,0,0,6.3263783597e-08
63,11-9-2022,15514980,67,13,11,9,0,0.0,0,0,0,0,0.0,0,0,0,0,0
64,11-9-2022,15515090,3,13,11,9,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0
65,11-9-2022,15516393,,18,11,9,1.180512613010826,14332.458491,0,0,0,0,2.7816499057003004,0.0,0.19910655,50.71956990197835,272.55831699,129.6403046869
66,11-9-2022,15517270,132,22,11,9,0,0.0,0,0,0,0,0.0,0,0,0,0,0
67,12-9-2022,15519429,0,6,12,9,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0
68,12-9-2022,15519489,5,6,12,9,0,0.0,0,0,0,0,0,0,0.0,0,0,0
69,12-9-2022,15519515,59,6,12,9,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
70,12-9-2022,15521457,62,14,12,9,0,503177.207226,0,0,0,0,4.7,0,0.0,18489.825912500597,86530.39434694294,0.0
71,12-9-2022,15521592,2,15,12,9,0,0.0,0,0,0,0,0,0,0.0,0.0,1.54647209504e-07,0
72,12-9-2022,15522524,22,18,12,9,0,0.0,0,0,0,0,0.12,0,0,0,0,0
73,12-9-2022,15523005,59,20,12,9,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
74,13-9-2022,15527400,381,14,13,9,0,0.0,0,0,0,0,0.0,0,0,0,1.82639093983e-07,0
75,13-9-2022,15528888,129,20,13,9,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
76,13-9-2022,15529640,55,23,13,9,0,979.41303,0,0,0,0,0.0,0,0.0334088,0.0,0.0,0.0
77,14-9-2022,15529897,59,0,14,9,0,0.0,0,0,0,0,0.0,0,0,0,0,0
78,14-9-2022,15530159,42,1,14,9,0,0.0,0,0,0,0,0,0,0.0,0,0,0
79,14-9-2022,15532046,522,8,14,9,0,0.0,0,0,0,0,0.0,0,0,0,0,0
80,14-9-2022,15532476,1,10,14,9,0,0.0,0,0,0,0,0.0,0,0,0,0,0
81,14-9-2022,15533647,56,15,14,9,0,0.0,0,0,0,0,0.0,0,0,0,0,0
82,14-9-2022,15533711,0,15,14,9,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
83,14-9-2022,15533837,0,15,14,9,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
84,14-9-2022,15534647,,19,14,9,0,386276.132015,0,0,0,0,0.0,0,39.38789661,0,0,0
85,14-9-2022,15534726,,19,14,9,0,39673.002699,0,0,0,0,18.8,0,0,0,0,0
86,15-9-2022,15537499,336,7,15,9,0,0.0,0,0,0,0,2.93241591e-10,0.0,0.0,0.0,0,0
87,15-9-2022,15537756,37,7,15,9,0,0.0,0,0,0,0,0.0,0,0,0,0,0
88,15-9-2022,15538020,131,8,15,9,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0
89,15-9-2022,15538071,152,9,15,9,0,0.0,0,0,0,0,0,0,0,0,3.8348801908e-08,0
90,15-9-2022,15538173,131,9,15,9,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
91,15-9-2022,15538205,131,9,15,9,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
92,15-9-2022,15538218,95,9,15,9,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0
93,15-9-2022,15538799,131,11,15,9,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
94,15-9-2022,15539975,55,15,15,9,0,0.0,0,0,0,0,0.0,0,0,0,0,0
95,15-9-2022,15540787,0,18,15,9,0,0.0,0,0,0,0,0.0,0,0,0,0,0
96,16-9-2022,15543136,16,2,16,9,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0
97,16-9-2022,15543476,215,3,16,9,0,0.0,0,0,0,0,2.56707834e-10,0,0,0,0,0
98,16-9-2022,15544813,54,7,16,9,0,0.0,0,0,0,0,0,0,0.0,0,0,0
99,16-9-2022,15544846,176,7,16,9,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0
100,16-9-2022,15545669,2,10,16,9,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
101,16-9-2022,15546055,,12,16,9,0,250.0,0,0,0,0,0.5,0,0,0,0,0
102,16-9-2022,15546416,0,13,16,9,0,0.0,0,0,0,0,5.47600004e-10,0.0,0.0,0,0,0
103,16-9-2022,15546441,2,13,16,9,0,0.0,0,0,0,0,0.0,0.0,1e-08,1.9443017158e-08,0.0,0.0
104,16-9-2022,15548014,167,18,16,9,0,2927.352938,0,0,0,0,0.5,0,0,49.95130478561338,88.37895045150964,0.0
105,16-9-2022,15548568,52,20,16,9,0,0.0,0,0,0,0,6.21656559e-10,0,0,0,0,0
106,16-9-2022,15549570,,23,16,9,0,301.143742,0,0,0,0,0.5000000007346902,0,0,0,0,0
107,17-9-2022,15551046,53,4,17,9,0,0.0,0,0,0,0,0.0,0,0,0,0,0
108,17-9-2022,15551587,0,6,17,9,0,0.0,0,0,0,0,0.0,0.999999,0,0.0,0,0
109,17-9-2022,15551682,,7,17,9,0.0,314499.529576,0,0,0,0,161.96678383316186,0,0.0,602.35336481,0.0,0
110,17-9-2022,15552330,53,9,17,9,0,0.0,0,0,0,0,0.0,0,0,0,0,0
111,17-9-2022,15552905,516,11,17,9,0,939878.989298,0,0,0,0,2009.6972861791132,0,0.0,0.0,0.0,40000.00000007234
112,17-9-2022,15555361,,19,17,9,0,0.004021,0,0,0,0,1e-05,0,0,0,0,0
113,17-9-2022,15555453,,19,17,9,0,0.00268,0,0,0,0,1e-05,0,0,0,0,0
114,18-9-2022,15556895,19,0,18,9,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
115,18-9-2022,15558247,127,5,18,9,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0
116,19-9-2022,15564085,220,0,19,9,0,0.0,0,0,0,0,0.0,0,0.0,2.7296366446e-08,0,0
117,19-9-2022,15565882,41,6,19,9,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0
118,19-9-2022,15567300,100,11,19,9,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0
119,19-9-2022,15567689,17,12,19,9,0,0.0,0,0,0,0,0,0,1e-08,0,0,0
120,19-9-2022,15568541,458,15,19,9,0,0.0,0,0,0,0,103.59188823582403,168418.139083,0,0.0,0,0
121,19-9-2022,15568657,527,16,19,9,0,18000.000001,0,0,0,0,3.56515128e-10,0.0,0,776.07546953,0,0
122,20-9-2022,15574622,2,12,20,9,0,0.0,0,0,0,0,0.0,0.0,1e-08,1.9443017158e-08,0.0,0.0
123,20-9-2022,15576503,10,18,20,9,0,0.0,0,0,0,0,0.0,0,0,0,0,0
124,20-9-2022,15577626,32,22,20,9,0.0,0.0,0,0,0,0,5.107828367e-09,0,0.0,0.0,0,0
125,21-9-2022,15578353,50,0,21,9,0,0.0,0,0,0,0,4.21020883e-10,0,0,0,0,0
126,21-9-2022,15578822,431,2,21,9,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0
127,21-9-2022,15584100,124,20,21,9,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
128,22-9-2022,15585972,47,2,22,9,0,0.0,0,0,0,0,0.0,0,0,0,0,0
129,22-9-2022,15586506,,4,22,9,0,100000.0,0,0,0,0,0,0,13.01843795,0,0,0
130,22-9-2022,15588290,14,10,22,9,0,0.0,0,0,0,0,1e-05,0.0,0,0,0,0
131,23-9-2022,15593685,150,4,23,9,0,0.0,0,0,0,0,0.0,0.0,0,0,1.439010171e-09,0
132,23-9-2022,15594272,1,6,23,9,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0
133,23-9-2022,15594448,46,7,23,9,0,0.0,0,0,0,0,0,0,0,0.0,0,0
134,23-9-2022,15594757,92,8,23,9,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0
135,23-9-2022,15595255,19,9,23,9,0,325000.88237,0,0,0,0,0.0,0,14.99066815,0.0,0,0
136,23-9-2022,15597686,,17,23,9,0,17993.804147,0,0,0,0,21.468,0,0.31499921,7.790008753067424,0,0
137,23-9-2022,15598409,46,20,23,9,0,0.0,0,0,0,0,0.0,0,0,0,0,0
138,24-9-2022,15599796,259,1,24,9,0,0.0,0,0,0,0,0,0,0,0.0,0,0
139,24-9-2022,15604520,,16,24,9,0,26167.778639,0,0,0,0,12.0,0,0,150.0,0.0,0.0
140,24-9-2022,15604582,,17,24,9,0,347057.32418,0,0,0,0,150.0,0,0.0,500.0,5000.0,2000.0
141,24-9-2022,15604907,63,18,24,9,0,0.0,0,0,0,0,0.0,0,0,0,0,0
142,25-9-2022,15606671,0,0,25,9,0,0.0,0,0,0,0,2.5e-07,0,0,0,0.0,0
143,25-9-2022,15609921,167,10,25,9,0,0.0,0,0,0,0,6.66235829e-10,0,0,0.0,0,0
144,25-9-2022,15610708,25,13,25,9,0,0.0,0,0,0,0,0.0,0,0,0,0,0
145,25-9-2022,15612078,1,18,25,9,0,0.0,0,0,0,0,0.0,0.0,1e-08,1.9443017158e-08,0.0,0.0
146,25-9-2022,15613046,63,21,25,9,0,0.0,0,0,0,0,0.0,0,0,0,0,0
147,26-9-2022,15615716,40,6,26,9,0,0.0,0,0,0,0,4.624723110548e-06,0.0,0,0.0,0,0
148,26-9-2022,15615741,43,6,26,9,0,0.0,0,0,0,0,0,0,0.0,0,0,0
149,26-9-2022,15617375,2,11,26,9,0,0.0,0,0,0,0,0,0,0.0,0,0,0
150,26-9-2022,15617823,204,13,26,9,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0
151,26-9-2022,15618859,152,16,26,9,0,2014.545233,0,0,0,0,0.2,0,0,0.0,0.0,185.9429458978064
152,27-9-2022,15621464,,1,27,9,0,0.018539,0,0,0,0,0.0001,0,0,0,0,0
153,27-9-2022,15623361,1,8,27,9,0,0.0,0,0,0,0,0.0,0.0,1e-08,1.9443017158e-08,0.0,0.0
154,27-9-2022,15624006,,10,27,9,0,200.0,0,0,0,0,0.23,0.0,0,0,0,0
155,27-9-2022,15624435,42,11,27,9,0,0.0,0,0,0,0,1.0214974762e-08,0.0,0.0,0,2.58212511193e-07,0
156,27-9-2022,15627709,59,22,27,9,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
157,28-9-2022,15629408,0,4,28,9,0,0.0,0,0,0,0,0.0,0,0,0,0,0
158,28-9-2022,15631457,82,11,28,9,0,0.0,0,0,0,0,0.0,0,0,0,0,0
159,29-9-2022,15636932,166,5,29,9,0,0.0,0,0,0,0,2.30503577e-10,0,0,0,0,0
160,29-9-2022,15636944,7,5,29,9,0,0.0,0,0,0,0,0,0,0.0,0,0,0
161,29-9-2022,15637457,69,7,29,9,0,0.0,0,0,0,0,0.0,0,0,0,0,0
162,29-9-2022,15639349,,13,29,9,0,0.0,0,0,0,0,0,0,0,0,0,0
163,29-9-2022,15639560,2,14,29,9,0,0.0,0,0,0,0,0.0,0.0,1e-08,1.9443017158e-08,0.0,0.0
164,29-9-2022,15641347,79,20,29,9,0,0.0,0,0,0,0,0.0,0,0,0,0,0
165,29-9-2022,15641402,162,20,29,9,0,280000.242071,0,0,0,0,269.0000000004196,0,0,0,0,0
166,30-9-2022,15644145,321,5,30,9,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0
167,30-9-2022,15645438,26,10,30,9,0,0.0,0,0,0,0,0,0,0.0,0,0,0
168,1-10-2022,15652737,,10,1,10,0,767.910798,0,0,0,0,1.0,0,0,0,0,0
169,1-10-2022,15655246,91,18,1,10,0,0.0,0,0,0,0,0.0,0,0,0,0,0
170,1-10-2022,15656497,39,23,1,10,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0
171,2-10-2022,15658107,0,4,2,10,0,0.0,0,0,0,0,0.001,0,0,0,0,0
172,2-10-2022,15662672,0,19,2,10,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0
173,2-10-2022,15663821,46,23,2,10,0,2.855984,0,0,0,0,0.005,0,0,0,0,0
174,3-10-2022,15667778,47,12,3,10,0,0.0,0,0,0,0,0.0,0.0,1e-08,1.9443017158e-08,0.0,0.0
175,3-10-2022,15668737,77,16,3,10,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0
176,4-10-2022,15671706,47,2,4,10,0.0,0.0,0,0,0,0,3.395646925e-09,0.0,0.0,1.0215747024e-08,0.0,0.0
177,4-10-2022,15671813,13,2,4,10,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0
178,4-10-2022,15672280,116,4,4,10,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0
179,4-10-2022,15672443,43,4,4,10,0,0.0,0,0,0,0,0.0,0,0,0,0,0
180,4-10-2022,15673369,167,7,4,10,0,70000.0,0,0,0,0,70.00000000043461,0.0,0,0,0,0
181,4-10-2022,15673483,36,8,4,10,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0
182,4-10-2022,15674103,25,10,4,10,0,0.0,0,0,0,0,0,0,0,0,0.0,0
183,4-10-2022,15674171,271,10,4,10,0,0.0,0,0,0,0,0.0,0,0,0,0,0
184,4-10-2022,15674567,,11,4,10,0,0.000155,0,0,0,0,1e-06,0.0,0,0,0,0
185,4-10-2022,15676596,36,18,4,10,0,0.0,0,0,0,0,0.0,0,0,0,0,0
186,5-10-2022,15678214,0,0,5,10,0,0.0,0,0,0,0,0,0.0,1e-08,0,0,0
187,5-10-2022,15679162,7,3,5,10,0,0.0,0,0,0,0,0.0,0,0,0,0,0
188,5-10-2022,15679179,98,3,5,10,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0
189,5-10-2022,15680191,388,6,5,10,0,0.0,0,0,0,0,0,0.0,1e-08,0,0,0
190,5-10-2022,15681646,0,11,5,10,0,0.0,0,0,0,0,0.0005,0,0,0,0,0
191,5-10-2022,15682385,513,14,5,10,0,0.0,0,0,0,0,0.0,912129.211623,1e-08,0,0,0
192,5-10-2022,15683188,,16,5,10,0,19545.170807,0,0,0,0,16.5,0,0,0,0,0
193,6-10-2022,15687587,0,7,6,10,0,0.0,0,0,0,0,0,0,0.0,0,0,0
194,6-10-2022,15687748,41,8,6,10,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0
195,7-10-2022,15693593,26,3,7,10,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0
196,7-10-2022,15695406,42,9,7,10,0,0.0,0,0,0,0,0.0,0,0,0,0,0
197,7-10-2022,15697774,33,17,7,10,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0
198,7-10-2022,15698495,,20,7,10,0,100.0,0,0,0,0,0.15072119475859136,0.0,0,0,0,0
199,7-10-2022,15698673,337,20,7,10,0,0.0,0,0,0,0,0.0,0,1e-08,0.0,0.0,0.0
200,7-10-2022,15698868,45,21,7,10,0.0,0.0,0,0,0,0,9.704079078e-09,0,1e-08,0,0,0
201,9-10-2022,15706977,60,0,9,10,0,0.0,0,0,0,0,0.0,0,0,0,0,0
202,9-10-2022,15710227,,11,9,10,0,42902.794964,0,0,0,0,27.0,0,0,0,0,0
203,9-10-2022,15713848,30,23,9,10,0,0.0,0,0,0,0,0.0,0,0,6.769538843e-09,2.40780538494e-07,0
204,10-10-2022,15720366,246,21,10,10,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0
205,10-10-2022,15720411,9,21,10,10,0,0.0,0,0,0,0,0.0,0,0,0,0,0
206,10-10-2022,15720841,112,22,10,10,0,0.0,0,0,0,0,1.8,0,0,0,0,0
207,11-10-2022,15723256,6,7,11,10,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0
208,11-10-2022,15724105,10,9,11,10,0,0.0,0,0,0,0,0,0,1e-08,0,0,0
209,11-10-2022,15726064,1,16,11,10,0,0.0,0,0,0,0,0.0,0,0,0,0,0
210,12-10-2022,15730813,44,8,12,10,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0
211,12-10-2022,15733926,,18,12,10,0,6.8e-05,0,0,0,0,1e-07,0,0,0,0,0
212,13-10-2022,15739490,148,13,13,10,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0
213,13-10-2022,15739509,148,13,13,10,0,0.0,0,0,0,0,0.0,0,0,0,0,0
214,13-10-2022,15739612,125,13,13,10,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0
215,14-10-2022,15742809,,0,14,10,0,18017.42112,0,0,0,0,4.75,0,0.6283401,0,366.0791372609523,0
216,15-10-2022,15754465,0,15,15,10,0,0.0,0,0,0,0,0,44.610636,0,0.0,0,0.0
217,15-10-2022,15754609,25,16,15,10,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0
218,15-10-2022,15755154,4,17,15,10,0,0.0,0,0,0,0,0,44.610636,0,0.0,0,0.0
219,16-10-2022,15758805,0,6,16,10,0,0.0,0,0,0,0,0.0,0,0,0,0,0
220,16-10-2022,15763557,24,22,16,10,0,0.0,0,0,0,0,0.0,0,0,0,0,0
221,17-10-2022,15765504,134,4,17,10,0,0.0,0,0,0,0,2.20746354e-10,0,0,0,0,0
222,17-10-2022,15768284,13,14,17,10,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0
223,17-10-2022,15770573,0,21,17,10,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0
224,18-10-2022,15772905,1,5,18,10,0,0.0,0,0,0,0,0,0,0.0,0,0,0
225,18-10-2022,15773395,0,7,18,10,0,0.0,0,0,0,0,0.0,0,0,0,0,0
226,20-10-2022,15786671,141,3,20,10,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0
227,20-10-2022,15790486,23,16,20,10,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0
228,21-10-2022,15797219,2,14,21,10,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0
229,21-10-2022,15797616,,16,21,10,0,158090.746466,0,0,0,0,80.25,0,1.95208264,59.16089492745821,0,435.3637695551795
230,21-10-2022,15798114,19,17,21,10,0,350035.808603,0,0,0,0,0.0,0,14.99066815,0.0,0,0
231,22-10-2022,15803728,,12,22,10,0,14301.829611,0,0,0,0,7.0,0,0,0,203.1997666473138,41.192836985893365
232,22-10-2022,15804518,0,15,22,10,0,0.0,0,0,0,0,0,0,1e-08,0,0,0
233,23-10-2022,15810412,297,11,23,10,0,0.0,0,0,0,0,0,0,0,0,0.0,0
234,23-10-2022,15812721,432,18,23,10,0,0.0,0,0,0,0,0.0,0,0.0,2.323371052e-08,0,0
235,23-10-2022,15812995,234,19,23,10,0,239967.527147,0,0,0,0,80.50261821880163,0,1.50220368,0.0,0.0,0.0
236,24-10-2022,15815620,11,4,24,10,0,0.0,0,0,0,0,0.0,0,0,0,0,0
237,25-10-2022,15821945,0,1,25,10,0,0.0,0,0,0,0,0,0,1e-08,0,0,0
238,25-10-2022,15822345,14,3,25,10,0.0,0.0,0,0,0,0,5.107828367e-09,0,0.0,0.0,0,0
239,25-10-2022,15825240,76,12,25,10,0,0.0,0,0,0,0,0.0,0,0,0,0,0
240,26-10-2022,15828743,13,0,26,10,0,0.0,0,0,0,0,0.0,0,0,0,0,0
241,26-10-2022,15830638,169,7,26,10,0,0.0,0,0,0,0,0.1,0,0.0,0,0,0
242,26-10-2022,15832345,12,12,26,10,0,0.0,0,0,0,0,0.0,0,0,0,0,0
243,26-10-2022,15833180,14,15,26,10,0,0.0,0,0,0,0,0.0,0,0,0,0,0
244,26-10-2022,15833576,226,16,26,10,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0
245,26-10-2022,15833931,23,18,26,10,0,0.0,0,0,0,0,0.0,0,0,0,0,0
246,27-10-2022,15842361,467,22,27,10,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0
247,28-10-2022,15844096,0,4,28,10,0,0.0,0,0,0,0,0,0,1e-08,0,0,0
248,28-10-2022,15844645,,6,28,10,0,59292.722729,0,0,0,0,30.14,0,0,0,0,0
249,28-10-2022,15845774,12,9,28,10,0,0.0,0,0,0,0,0.0,0,0,0,0,0
250,28-10-2022,15846917,41,13,28,10,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0
251,28-10-2022,15847241,134,14,28,10,0,0.0,0,0,0,0,2.47075701e-10,0.0,0,0,0,0
252,28-10-2022,15847292,16,14,28,10,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0
253,29-10-2022,15856407,9,21,29,10,0,0.0,0,0,0,0,0.0,0,0,0,0,0
254,30-10-2022,15861440,13,14,30,10,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0
255,30-10-2022,15861741,,15,30,10,0,192.651254,0,0,0,0,0,0.0,0,1.6610298019242338,0,62.2705603619122
256,31-10-2022,15865150,8,2,31,10,0,0.0,0,0,0,0,0.0,0,0,0,0,0
257,31-10-2022,15865308,8,3,31,10,0,15237.663136,0,0,0,0,7.00498623172787,0.0,0,0,0,0
258,31-10-2022,15865592,9,4,31,10,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0
259,31-10-2022,15868128,22,12,31,10,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0
260,31-10-2022,15868537,122,14,31,10,0,200.000032,0,0,0,0,0.14946786638150314,0,0,0,0,0
