snapped_at,price,market_cap,total_volume
2022-07-15 00:00:00 UTC,0.01114104643270178,0.0,17774.893402682592
2022-07-16 00:00:00 UTC,0.01114104643270178,0.0,17774.893402682592
2022-07-17 00:00:00 UTC,0.011813697899791633,0.0,10256.510752224298
2022-07-18 00:00:00 UTC,0.01172030385145213,0.0,21516.016607457306
2022-07-19 00:00:00 UTC,0.01154647205777906,0.0,14956.353092938258
2022-07-20 00:00:00 UTC,0.011826268065302048,346810.89785773016,31770.60688642229
2022-07-21 00:00:00 UTC,0.011546639176683991,336990.70018949674,37470.83015027794
2022-07-22 00:00:00 UTC,0.012047899128920925,353911.59982404293,23768.23997632475
2022-07-23 00:00:00 UTC,0.011973672169781959,351612.93870039674,807345.1773428929
2022-07-24 00:00:00 UTC,0.0117476698810578,345695.4180252823,322820.00051516877
2022-07-25 00:00:00 UTC,0.012341312547288917,364782.97971350024,916215.2423864647
2022-07-26 00:00:00 UTC,0.012144145353736282,358819.9401752585,545059.0452083824
2022-07-27 00:00:00 UTC,0.011676313541138456,345487.5888303047,583293.8158995152
2022-07-28 00:00:00 UTC,0.012504014990414616,369452.91579787707,1752895.6729596474
2022-07-29 00:00:00 UTC,0.011793304810735532,348857.97729853186,2033633.990745011
2022-07-30 00:00:00 UTC,0.013018976418119483,385300.8470018274,1316.4268194945696
2022-07-31 00:00:00 UTC,0.011804155855187272,348774.3578822206,607.3238187493852
2022-08-01 00:00:00 UTC,0.012604769037818752,371668.81694823265,1133.8746035660236
2022-08-02 00:00:00 UTC,0.012522618256292873,370538.6385243141,4596.201623843685
2022-08-03 00:00:00 UTC,0.012747671705074204,378325.5276083884,3174.935114865781
2022-08-04 00:00:00 UTC,0.013217491022554411,530082.2109638827,5926.009229998181
2022-08-05 00:00:00 UTC,0.019147554168075526,768148.157617497,116267.51035362987
2022-08-06 00:00:00 UTC,0.030447850985461707,1227219.735049205,47425.08552933939
2022-08-07 00:00:00 UTC,0.02971555977677132,1197164.1253812118,13226.692812238682
2022-08-08 00:00:00 UTC,0.0304447292148107,1225774.7093795377,1522.0537923652462
2022-08-09 00:00:00 UTC,0.03376913527573975,1350211.9358443,23109.502496329187
2022-08-10 00:00:00 UTC,0.024604482081276535,994827.868500209,54932.31115740713
2022-08-11 00:00:00 UTC,0.029484556055303306,1191580.1320809936,26341.089596023197
2022-08-12 00:00:00 UTC,0.03225075074466249,1303146.413840468,4124.677515737865
2022-08-13 00:00:00 UTC,0.03369085319334078,1363410.0220787209,20767.985252264672
2022-08-14 00:00:00 UTC,0.03405581643341359,1376843.3724571196,7839.240273174608
2022-08-15 00:00:00 UTC,0.03240573439200166,1307782.3748091392,4527.469963375336
2022-08-16 00:00:00 UTC,0.029134566541039453,1178738.953280372,34349.88702841784
2022-08-17 00:00:00 UTC,0.028051134352071398,1135111.805365057,1380.2841169280252
2022-08-18 00:00:00 UTC,0.027250392095602278,1100825.1518919633,805.5760911301945
2022-08-19 00:00:00 UTC,0.026409255937920366,1068677.1569684946,2999.1935598458645
2022-08-20 00:00:00 UTC,0.024044462778761825,974259.5520107945,9658.468342526394
2022-08-21 00:00:00 UTC,0.023992331205860286,970717.2859922423,29.846460020090195
2022-08-22 00:00:00 UTC,0.026840890802062665,1085031.60091891,1377.7429248698768
2022-08-23 00:00:00 UTC,0.024837407701711597,1005070.733970202,595.8494107640612
2022-08-24 00:00:00 UTC,0.027075670391879726,1095432.219484054,12052.57222092291
2022-08-25 00:00:00 UTC,0.025642570765854803,1080547.1616853154,37467.0781379719
2022-08-26 00:00:00 UTC,0.02589888128538377,1047787.9533862228,2095.219495987547
2022-08-27 00:00:00 UTC,0.02365236013374566,954705.249207623,387.4729637110214
2022-08-28 00:00:00 UTC,0.02413639843801066,974254.5418883065,268.87947859943876
2022-08-29 00:00:00 UTC,0.025125389682629836,1015020.581073924,9155.641749570947
2022-08-30 00:00:00 UTC,0.025182100029350576,1016663.3784964159,728.3166970488774
2022-08-31 00:00:00 UTC,0.024020939359928228,970994.4306350765,3972.054490679012
2022-09-01 00:00:00 UTC,0.024119450880644943,976840.1383129911,7728.98155689915
2022-09-02 00:00:00 UTC,0.024381725335788914,988154.1104766455,22759.70667610022
2022-09-03 00:00:00 UTC,0.024216820318075472,980274.9023544141,1778.3864168781904
2022-09-04 00:00:00 UTC,0.024204448718183263,979457.4108010526,1735.9914709655402
2022-09-05 00:00:00 UTC,0.023867906384538336,965838.8861002951,917.9119437365754
2022-09-06 00:00:00 UTC,0.023799875098785492,961736.8950586164,2718.850131535057
2022-09-07 00:00:00 UTC,0.023450638155674504,948245.8055380806,3226.573303839255
2022-09-08 00:00:00 UTC,0.023766500085730884,960922.2960586447,774.074907792255
2022-09-09 00:00:00 UTC,0.023398493971812595,947049.0873109162,849.6929100924026
2022-09-10 00:00:00 UTC,0.02447245082510289,989278.657614412,933.0856050595229
2022-09-11 00:00:00 UTC,0.024489399016161637,989055.7857204127,13981.487686307
2022-09-12 00:00:00 UTC,0.024411182683809474,990383.2044460651,172.3917721130625
2022-09-13 00:00:00 UTC,0.026176539182925798,1060085.1106161536,16169.824137155289
2022-09-14 00:00:00 UTC,0.025530826186594625,1034187.0708119725,1429.41989653506
2022-09-15 00:00:00 UTC,0.024332009991278193,992471.4434885114,1185.9421669748992
2022-09-16 00:00:00 UTC,0.022931398347766023,928246.215630658,14211.825851621383
2022-09-17 00:00:00 UTC,0.02481645237628955,1006538.3666754346,2870.2708818416495
2022-09-18 00:00:00 UTC,0.02462471186498238,996732.4637831616,1464.0376192206625
