snapped_at,price,market_cap,total_volume
2022-12-28 00:00:00 UTC,0.00016842004960703795,0.0,5960.429148826
2022-12-29 00:00:00 UTC,0.00016842004960703795,0.0,5960.429148826
2022-12-30 00:00:00 UTC,0.00016554537962688395,0.0,1021.2562638112685
2022-12-31 00:00:00 UTC,0.0001603634657413586,0.0,2136.9675442058824
2023-01-01 00:00:00 UTC,0.0001634638796703194,0.0,1275.0094853020103
2023-01-02 00:00:00 UTC,0.00016920462868679647,0.0,2910.6953528398167
2023-01-03 00:00:00 UTC,0.0001557084212225351,0.0,2758.5916360588417
2023-01-04 00:00:00 UTC,0.00014620462743777013,0.0,6785.991596298176
2023-01-05 00:00:00 UTC,0.00013871186668981033,0.0,6381.590019388347
2023-01-06 00:00:00 UTC,0.00014182285133403351,0.0,4334.812132956855
2023-01-07 00:00:00 UTC,0.00015599426089961513,0.0,7343.839119730576
2023-01-08 00:00:00 UTC,0.0001581207694879421,0.0,4123.421106613155
2023-01-09 00:00:00 UTC,0.0001740351253855009,0.0,8673.126962416149
2023-01-10 00:00:00 UTC,0.00019501061939847326,0.0,6675.749124041474
2023-01-11 00:00:00 UTC,0.00019007098799545054,0.0,1059.5734161482876
2023-01-12 00:00:00 UTC,0.00021679585566159663,0.0,6000.621567729818
2023-01-13 00:00:00 UTC,0.00015479494673167256,0.0,14996.557623319677
2023-01-14 00:00:00 UTC,0.00016920266450071362,0.0,14345.354965354083
2023-01-15 00:00:00 UTC,0.00018653149609849142,0.0,3967.9833250765887
2023-01-16 00:00:00 UTC,0.0001676713222643817,0.0,7018.350132534158
2023-01-17 00:00:00 UTC,0.00017812504930815248,0.0,5649.357747434218
2023-01-18 00:00:00 UTC,0.00018303005586587737,0.0,6840.46313755658
2023-01-19 00:00:00 UTC,0.00019861096899190676,0.0,2528.6782461895164
2023-01-20 00:00:00 UTC,0.0001977113184203364,0.0,5788.703438118644
2023-01-21 00:00:00 UTC,0.00022489700308594307,0.0,7169.930691515294
2023-01-22 00:00:00 UTC,0.00020376186117333835,0.0,18758.44294092366
2023-01-23 00:00:00 UTC,0.00020989147789059176,0.0,3403.388030752702
2023-01-24 00:00:00 UTC,0.00021962867917973375,0.0,14657.150434939362
2023-01-25 00:00:00 UTC,0.00021650261281391318,0.0,7011.477758290984
2023-01-26 00:00:00 UTC,0.00022481687258063226,0.0,10221.21924929228
2023-01-27 00:00:00 UTC,0.0002322295764573418,0.0,10503.571137480832
2023-01-28 00:00:00 UTC,0.0002562744281535222,0.0,10042.407257544179
2023-01-29 00:00:00 UTC,0.0002482210452678546,0.0,5826.140658091214
2023-01-30 00:00:00 UTC,0.0002446722714479585,0.0,8712.674345759775
2023-01-31 00:00:00 UTC,0.0002322925158872362,0.0,3334.238441828239
2023-02-01 00:00:00 UTC,0.0002608780910852647,0.0,14603.369770030868
2023-02-02 00:00:00 UTC,0.0002791605861860924,0.0,5190.786848290267
2023-02-03 00:00:00 UTC,0.00022786018807372115,0.0,44368.68196055289
2023-02-04 00:00:00 UTC,0.0002423031334163871,0.0,14620.358832950604
2023-02-05 00:00:00 UTC,0.00022686081509083817,0.0,14134.4486465215
2023-02-06 00:00:00 UTC,0.00020918057391050273,0.0,13532.513814060248
2023-02-07 00:00:00 UTC,0.00021297254904225753,0.0,7679.515172929173
2023-02-08 00:00:00 UTC,0.00022081275146074706,0.0,3978.9544696654334
2023-02-09 00:00:00 UTC,0.00022564986253550655,0.0,2323.2495003964923
2023-02-10 00:00:00 UTC,0.00020689718152450804,0.0,8991.276802702234
2023-02-11 00:00:00 UTC,0.0002125335239786272,0.0,18292.422401633597
2023-02-12 00:00:00 UTC,0.0002503134835255283,0.0,9500.423721468207
2023-02-13 00:00:00 UTC,0.0002514202660831187,0.0,4636.669000552486
2023-02-14 00:00:00 UTC,0.00024247728135422722,0.0,977.438226674316
2023-02-15 00:00:00 UTC,0.0002626945607776979,0.0,4555.296422696292
2023-02-16 00:00:00 UTC,0.0003120311234188088,0.0,20117.46479128197
2023-02-17 00:00:00 UTC,0.00026865857914464686,0.0,5651.37202090131
2023-02-18 00:00:00 UTC,0.0003259299012983323,0.0,13974.05106604167
2023-02-19 00:00:00 UTC,0.0003001141759751135,0.0,6137.641648887872
2023-02-20 00:00:00 UTC,0.00031404137067307485,0.0,4529.84496027833
2023-02-21 00:00:00 UTC,0.0002783316157318166,0.0,12579.201021900395
2023-02-22 00:00:00 UTC,0.00027644631589822816,0.0,10321.26368175379
2023-02-23 00:00:00 UTC,0.00027408383894489256,0.0,5756.837165442198
2023-02-24 00:00:00 UTC,0.00024502413918364794,0.0,6982.14319394733
2023-02-25 00:00:00 UTC,0.00024909131684168256,0.0,4887.66944679484
2023-02-26 00:00:00 UTC,0.0002487633889468713,0.0,6349.4027600278
2023-02-27 00:00:00 UTC,0.0002740776273437152,0.0,5975.76808918548
2023-02-28 00:00:00 UTC,0.0002522816327669763,0.0,10691.696458858856
2023-03-01 00:00:00 UTC,0.00023253946762417688,0.0,2807.4742575515193
2023-03-02 00:00:00 UTC,0.0002597503040724215,0.0,7260.390998173226
2023-03-03 00:00:00 UTC,0.0002709583934076114,0.0,37854.9106903358
2023-03-04 00:00:00 UTC,0.00027987677721829924,0.0,10992.371372026308
2023-03-05 00:00:00 UTC,0.0002788883537378757,0.0,8910.092340757767
2023-03-06 00:00:00 UTC,0.0002974786626310249,0.0,20875.692555884812
2023-03-07 00:00:00 UTC,0.0002604229742303533,0.0,9264.076362482632
2023-03-08 00:00:00 UTC,0.0002565696684070884,0.0,8793.176218764673
